po_number,order_date,part_number,part_family,complexity,supplier_id,quantity_ordered,total_value,nominal_lead_time,actual_lead_time,on_time_to_commit,external_factors,critical_part
PO_007490,2024-07-29,ASSE_0486,Assembled_Kits,Medium,SUP_ASSY_001,2,13770.01,145,165,False,None,False
PO_007491,2023-07-15,CONS_0557,Consumables,Medium,SUP_CONS_003,3755,15587.41,13,15,True,None,False
PO_007492,2022-06-13,CONS_0684,Consumables,Low,SUP_CONS_002,379,12466.91,9,22,False,Semiconductor_Shortage,True
PO_007493,2022-07-20,ELEC_0188,Electronics_Components,Low,SUP_ELEC_003,152,6784.9,48,124,True,Semiconductor_Shortage,False
PO_007494,2022-11-28,ELEC_0102,Electronics_Components,Low,SUP_ELEC_004,33,2801.23,47,116,False,"Weather_Disruption,Semiconductor_Shortage",False
PO_007495,2024-08-05,CABL_0280,Cables,Low,SUP_CABLE_002,8,1019.05,25,23,True,None,False
PO_007496,2024-05-30,SHEE_0069,Sheet_Metal,Low,SUP_SHEET_003,73,4633.88,12,10,False,None,False
PO_007497,2023-12-10,LIGH_0420,Lights,Medium,SUP_LIGHT_002,44,2270.29,26,81,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_007498,2022-07-24,ELEC_0212,Electronics_Components,High,SUP_ELEC_003,36,275.51,99,83,False,None,False
PO_007499,2024-09-05,CONS_0515,Consumables,Medium,SUP_CONS_001,766,58686.82,13,14,True,None,False
PO_007500,2024-06-17,CONS_0689,Consumables,Low,SUP_CONS_002,1514,56949.55,10,8,False,None,False
PO_007501,2022-09-10,SHEE_0097,Sheet_Metal,Low,SUP_SHEET_003,2,186.84,18,15,True,None,False
PO_007502,2024-02-23,ASSE_0493,Assembled_Kits,Low,SUP_ASSY_001,9,4465.52,50,69,True,Chinese_New_Year,False
PO_007503,2024-07-12,ASSE_0456,Assembled_Kits,Medium,SUP_ASSY_003,13,81198.11,78,73,True,None,True
PO_007504,2022-02-07,ELEC_0168,Electronics_Components,Low,SUP_ELEC_002,17,1066.75,35,94,True,"Weather_Disruption,Semiconductor_Shortage",False
PO_007505,2023-01-09,MACH_0043,Machined_Parts,Medium,SUP_MACH_003,36,21684.8,31,48,False,Chinese_New_Year,False
PO_007506,2022-10-06,CONS_0649,Consumables,Low,SUP_CONS_003,3730,123744.24,9,20,True,Semiconductor_Shortage,False
PO_007507,2024-09-03,ELEC_0111,Electronics_Components,Medium,SUP_ELEC_003,74,2140.46,49,48,True,None,False
PO_007508,2022-06-09,SHEE_0069,Sheet_Metal,Low,SUP_SHEET_003,74,4546.63,12,24,True,Semiconductor_Shortage,False
PO_007509,2024-02-01,CONS_0626,Consumables,Medium,SUP_CONS_003,3770,235119.8,5,6,False,Chinese_New_Year,False
PO_007510,2024-03-14,ELEC_0115,Electronics_Components,Medium,SUP_ELEC_005,67,7256.29,58,60,True,None,True
PO_007511,2023-11-03,ELEC_0194,Electronics_Components,Medium,SUP_ELEC_001,149,11228.69,64,149,True,Semiconductor_Shortage,False
PO_007512,2023-04-02,CAST_0301,Castings,Medium,SUP_CAST_001,1,819.89,47,60,True,None,False
PO_007513,2023-10-14,CONS_0634,Consumables,High,SUP_CONS_004,1525,64840.01,6,12,False,Semiconductor_Shortage,False
PO_007514,2024-03-22,ELEC_0162,Electronics_Components,Medium,SUP_ELEC_005,73,5999.1,44,74,True,Tariff_Impact,False
PO_007515,2024-06-10,ELEC_0164,Electronics_Components,High,SUP_ELEC_004,147,18719.65,98,86,False,Tariff_Impact,False
PO_007516,2022-08-04,ELEC_0138,Electronics_Components,Medium,SUP_ELEC_001,16,876.43,55,62,False,None,False
PO_007517,2023-11-25,CABL_0300,Cables,Low,SUP_CABLE_001,71,4465.32,17,22,False,Thanksgiving_Week,False
PO_007518,2024-03-23,ASSE_0456,Assembled_Kits,Medium,SUP_ASSY_003,15,93630.56,78,101,True,Tariff_Impact,True
PO_007519,2024-10-19,SHEE_0052,Sheet_Metal,Medium,SUP_SHEET_003,34,7192.51,25,25,False,None,False
PO_007520,2023-10-09,SHEE_0057,Sheet_Metal,Low,SUP_SHEET_001,17,3242.07,17,31,False,Semiconductor_Shortage,False
PO_007521,2023-03-25,CONS_0546,Consumables,Medium,SUP_CONS_003,147,7875.7,12,27,False,Semiconductor_Shortage,False
PO_007522,2023-05-16,ELEC_0243,Electronics_Components,Medium,SUP_ELEC_003,45,3422.95,60,103,True,Semiconductor_Shortage,False
PO_007523,2022-04-14,ASSE_0488,Assembled_Kits,Low,SUP_ASSY_003,2,6271.01,102,172,False,Semiconductor_Shortage,False
PO_007524,2024-03-16,LIGH_0437,Lights,Medium,SUP_LIGHT_001,1,200.36,49,38,False,None,False
PO_007525,2023-09-29,CONS_0670,Consumables,Medium,SUP_CONS_002,746,8030.74,10,20,True,Semiconductor_Shortage,False
PO_007526,2024-11-12,CABL_0275,Cables,Medium,SUP_CABLE_001,8,905.11,21,23,False,None,False
PO_007527,2023-03-19,CONS_0631,Consumables,Medium,SUP_CONS_004,742,44844.41,16,26,True,Semiconductor_Shortage,False
PO_007528,2024-03-23,ELEC_0193,Electronics_Components,High,SUP_ELEC_005,141,23447.6,111,126,False,None,False
PO_007529,2022-05-04,MACH_0037,Machined_Parts,Medium,SUP_MACH_004,14,4187.1,28,25,False,None,False
PO_007530,2024-11-09,SHEE_0089,Sheet_Metal,Low,SUP_SHEET_001,17,2923.93,14,11,False,None,False
PO_007531,2024-03-16,ELEC_0107,Electronics_Components,Medium,SUP_ELEC_004,16,2256.05,49,40,True,None,False
PO_007532,2022-05-06,ELEC_0198,Electronics_Components,High,SUP_ELEC_005,67,10888.47,48,110,True,Semiconductor_Shortage,False
PO_007533,2024-06-24,MACH_0008,Machined_Parts,Medium,SUP_MACH_004,75,29028.46,23,34,True,Tariff_Impact,True
PO_007534,2023-07-21,ELEC_0249,Electronics_Components,Low,SUP_ELEC_005,40,1478.62,34,68,False,Semiconductor_Shortage,False
PO_007535,2023-07-24,CAST_0341,Castings,High,SUP_CAST_002,34,42676.31,102,107,True,None,False
PO_007536,2023-03-29,CAST_0320,Castings,Low,SUP_CAST_002,8,2174.0,59,123,True,Semiconductor_Shortage,False
PO_007537,2023-06-03,ELEC_0179,Electronics_Components,High,SUP_ELEC_004,32,924.08,75,193,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_007538,2022-08-08,ELEC_0145,Electronics_Components,Low,SUP_ELEC_003,44,2547.87,40,84,False,Semiconductor_Shortage,False
PO_007539,2023-08-11,CONS_0576,Consumables,Medium,SUP_CONS_004,3747,184094.49,16,20,True,Tariff_Impact,False
PO_007540,2024-11-15,CONS_0507,Consumables,Medium,SUP_CONS_003,737,49283.57,7,6,False,None,False
PO_007541,2022-05-14,SHEE_0064,Sheet_Metal,High,SUP_SHEET_003,77,13378.5,27,51,False,Semiconductor_Shortage,True
PO_007542,2024-11-01,CONS_0503,Consumables,Low,SUP_CONS_002,1532,38111.38,11,12,True,None,False
PO_007543,2023-11-11,CONS_0544,Consumables,Medium,SUP_CONS_001,3747,83321.98,16,18,True,Tariff_Impact,True
PO_007544,2024-12-20,CONS_0689,Consumables,Low,SUP_CONS_002,1509,53293.7,10,25,True,"Weather_Disruption,Christmas_Shutdown",False
PO_007545,2024-03-03,SHEE_0092,Sheet_Metal,High,SUP_SHEET_001,44,15569.34,26,36,False,Tariff_Impact,False
PO_007546,2024-02-17,ELEC_0153,Electronics_Components,High,SUP_ELEC_001,63,5674.45,75,127,True,Chinese_New_Year,False
PO_007547,2024-12-09,MACH_0019,Machined_Parts,Low,SUP_MACH_004,70,31080.2,20,19,False,None,False
PO_007548,2024-09-20,ELEC_0153,Electronics_Components,High,SUP_ELEC_001,77,7585.07,75,80,True,None,False
PO_007549,2022-02-12,ELEC_0182,Electronics_Components,Medium,SUP_ELEC_002,74,4722.33,44,137,True,"Chinese_New_Year,Semiconductor_Shortage",False
PO_007550,2023-08-03,SHEE_0072,Sheet_Metal,Low,SUP_SHEET_002,39,3899.32,20,48,False,Semiconductor_Shortage,False
PO_007551,2024-04-15,MACH_0022,Machined_Parts,Low,SUP_MACH_002,31,8184.87,17,18,True,None,False
PO_007552,2022-03-22,CAST_0335,Castings,Medium,SUP_CAST_002,33,35664.86,62,142,True,Semiconductor_Shortage,False
PO_007553,2022-02-18,CAST_0323,Castings,High,SUP_CAST_002,36,11024.13,97,225,True,"Chinese_New_Year,Weather_Disruption",False
PO_007554,2024-10-22,ELEC_0239,Electronics_Components,High,SUP_ELEC_003,81,10580.41,96,69,False,None,False
PO_007555,2022-08-07,CONS_0679,Consumables,Medium,SUP_CONS_004,371,17881.0,19,42,False,Semiconductor_Shortage,False
PO_007556,2022-01-04,CAST_0319,Castings,Low,SUP_CAST_002,7,2603.33,68,205,False,"Chinese_New_Year,Semiconductor_Shortage",False
PO_007557,2022-04-27,MACH_0014,Machined_Parts,Medium,SUP_MACH_003,12,2472.38,21,60,False,Semiconductor_Shortage,False
PO_007558,2022-10-16,ASSE_0459,Assembled_Kits,Medium,SUP_ASSY_003,1,3500.4,133,148,True,None,False
PO_007559,2022-01-18,SHEE_0063,Sheet_Metal,Low,SUP_SHEET_002,70,5480.4,20,53,False,"Chinese_New_Year,Semiconductor_Shortage",False
PO_007560,2023-10-28,CONS_0677,Consumables,Medium,SUP_CONS_004,3777,150691.74,16,36,False,Semiconductor_Shortage,False
PO_007561,2023-01-20,CABL_0277,Cables,Medium,SUP_CABLE_003,14,3097.56,21,39,True,Semiconductor_Shortage,False
PO_007562,2023-09-16,CONS_0666,Consumables,Low,SUP_CONS_002,3752,37628.09,13,31,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_007563,2022-07-20,ELEC_0204,Electronics_Components,Medium,SUP_ELEC_003,76,1097.47,77,137,False,Semiconductor_Shortage,True
PO_007564,2024-07-23,ELEC_0247,Electronics_Components,High,SUP_ELEC_004,14,137.32,102,87,True,None,True
PO_007565,2022-06-26,ELEC_0206,Electronics_Components,Low,SUP_ELEC_005,90,3750.46,34,60,True,Semiconductor_Shortage,True
PO_007566,2022-07-21,CAST_0340,Castings,High,SUP_CAST_001,74,37287.87,101,239,False,Semiconductor_Shortage,False
PO_007567,2023-08-05,CABL_0274,Cables,Medium,SUP_CABLE_001,17,2351.99,35,57,True,Semiconductor_Shortage,False
PO_007568,2024-06-05,SHEE_0100,Sheet_Metal,Medium,SUP_SHEET_001,77,22249.67,22,25,False,None,False
PO_007569,2022-01-29,ELEC_0129,Electronics_Components,Medium,SUP_ELEC_002,11,878.15,44,179,True,"Chinese_New_Year,Weather_Disruption,Semiconductor_Shortage",False
PO_007570,2024-03-23,SHEE_0089,Sheet_Metal,Low,SUP_SHEET_001,14,2642.32,14,14,True,None,False
PO_007571,2023-12-07,ASSE_0466,Assembled_Kits,High,SUP_ASSY_001,16,19317.21,84,168,True,"Tariff_Impact,Semiconductor_Shortage",False
PO_007572,2024-07-22,CONS_0515,Consumables,Medium,SUP_CONS_001,718,54797.23,13,13,True,None,False
PO_007573,2022-06-20,ELEC_0186,Electronics_Components,Medium,SUP_ELEC_002,35,3632.51,34,40,False,None,False
PO_007574,2024-11-09,CONS_0625,Consumables,Low,SUP_CONS_002,3719,102519.91,12,15,False,Weather_Disruption,False
PO_007575,2024-01-02,LIGH_0405,Lights,High,SUP_LIGHT_002,1,103.43,51,55,True,None,False
PO_007576,2022-01-09,CONS_0507,Consumables,Medium,SUP_CONS_003,769,52751.54,7,19,True,"Chinese_New_Year,Semiconductor_Shortage",False
PO_007577,2022-09-02,ELEC_0129,Electronics_Components,Medium,SUP_ELEC_002,12,909.6,44,73,False,Semiconductor_Shortage,False
PO_007578,2023-02-28,LIGH_0433,Lights,Medium,SUP_LIGHT_003,40,3684.54,25,52,False,Semiconductor_Shortage,False
PO_007579,2023-01-21,ASSE_0489,Assembled_Kits,Medium,SUP_ASSY_001,2,11851.82,162,346,True,Semiconductor_Shortage,False
PO_007580,2024-12-27,CAST_0322,Castings,High,SUP_CAST_001,39,33764.39,65,72,False,Weather_Disruption,False
PO_007581,2023-02-14,ELEC_0165,Electronics_Components,Low,SUP_ELEC_001,35,1005.92,52,141,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_007582,2023-03-16,CONS_0631,Consumables,Medium,SUP_CONS_004,772,47900.37,16,28,True,Tariff_Impact,False
PO_007583,2023-12-23,ELEC_0166,Electronics_Components,Low,SUP_ELEC_002,137,2688.22,41,299,True,"Weather_Disruption,Tariff_Impact,Semiconductor_Shortage,Christmas_Shutdown",False
PO_007584,2023-04-25,CONS_0678,Consumables,Medium,SUP_CONS_004,3780,138392.33,15,40,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_007585,2023-09-20,CONS_0518,Consumables,High,SUP_CONS_003,1501,112592.7,9,18,False,Semiconductor_Shortage,False
PO_007586,2023-09-04,CAST_0336,Castings,Low,SUP_CAST_002,37,15185.62,66,251,True,"Tariff_Impact,Semiconductor_Shortage",True
PO_007587,2023-04-03,ASSE_0466,Assembled_Kits,High,SUP_ASSY_001,17,21055.62,84,119,True,Tariff_Impact,False
PO_007588,2024-01-25,ASSE_0469,Assembled_Kits,Medium,SUP_ASSY_003,15,50736.98,70,144,True,"Chinese_New_Year,Tariff_Impact",False
PO_007589,2024-07-14,CONS_0634,Consumables,High,SUP_CONS_004,1520,58908.44,6,6,False,None,False
PO_007590,2024-03-12,CONS_0621,Consumables,Medium,SUP_CONS_001,739,15754.37,7,9,True,Tariff_Impact,False
PO_007591,2023-07-22,CAST_0306,Castings,Medium,SUP_CAST_002,17,14848.26,75,64,False,None,False
PO_007592,2024-01-28,SHEE_0081,Sheet_Metal,High,SUP_SHEET_001,3,839.5,37,50,True,Weather_Disruption,False
PO_007593,2023-03-02,CONS_0550,Consumables,Low,SUP_CONS_001,370,14926.93,11,26,False,"Tariff_Impact,Semiconductor_Shortage",True
PO_007594,2024-05-15,ELEC_0156,Electronics_Components,Medium,SUP_ELEC_004,156,23644.77,55,43,False,None,False
PO_007595,2023-11-21,CONS_0547,Consumables,Medium,SUP_CONS_001,750,49535.96,9,21,True,"Weather_Disruption,Semiconductor_Shortage",False
PO_007596,2024-01-09,LIGH_0433,Lights,Medium,SUP_LIGHT_003,35,2975.75,25,40,False,Chinese_New_Year,False
PO_007597,2022-01-24,MACH_0039,Machined_Parts,Medium,SUP_MACH_001,1,320.27,40,157,True,"Chinese_New_Year,Semiconductor_Shortage",False
PO_007598,2023-01-01,ASSE_0467,Assembled_Kits,Medium,SUP_ASSY_001,83,63018.38,63,300,True,"Semiconductor_Shortage,Christmas_Shutdown",False
PO_007599,2024-10-21,CONS_0682,Consumables,Medium,SUP_CONS_002,748,6109.14,14,13,False,None,False
PO_007600,2024-04-26,MACH_0041,Machined_Parts,Low,SUP_MACH_001,15,4075.85,16,16,False,Tariff_Impact,False
PO_007601,2022-04-09,CONS_0618,Consumables,Low,SUP_CONS_001,1498,52840.56,7,12,False,Semiconductor_Shortage,False
PO_007602,2022-03-03,MACH_0019,Machined_Parts,Low,SUP_MACH_004,86,39283.67,20,41,False,Semiconductor_Shortage,False
PO_007603,2022-11-14,ASSE_0490,Assembled_Kits,Medium,SUP_ASSY_001,75,355701.28,156,392,False,"Weather_Disruption,Semiconductor_Shortage",False
PO_007604,2023-09-30,LIGH_0445,Lights,Low,SUP_LIGHT_002,19,598.73,14,13,False,None,False
PO_007605,2023-02-10,SHEE_0087,Sheet_Metal,Medium,SUP_SHEET_003,1,218.4,15,13,True,None,False
PO_007606,2024-09-08,CONS_0556,Consumables,Low,SUP_CONS_003,732,23501.68,9,9,True,None,True
PO_007607,2022-06-09,CONS_0651,Consumables,Low,SUP_CONS_004,143,4949.26,9,8,True,None,False
PO_007608,2022-02-13,ELEC_0190,Electronics_Components,Low,SUP_ELEC_001,154,11027.84,32,106,True,"Chinese_New_Year,Semiconductor_Shortage",False
PO_007609,2024-11-29,CABL_0266,Cables,Medium,SUP_CABLE_001,38,803.2,50,45,True,None,False
PO_007610,2022-07-11,CONS_0580,Consumables,High,SUP_CONS_002,744,69836.77,17,31,False,Semiconductor_Shortage,False
PO_007611,2022-06-30,CABL_0282,Cables,Low,SUP_CABLE_002,1,87.02,28,60,False,Semiconductor_Shortage,False
PO_007612,2023-06-27,ELEC_0145,Electronics_Components,Low,SUP_ELEC_003,42,2632.78,40,72,False,Semiconductor_Shortage,False
PO_007613,2024-04-02,ELEC_0236,Electronics_Components,Low,SUP_ELEC_002,38,3189.62,33,31,False,None,False
PO_007614,2022-05-02,FORG_0383,Forgings,Low,SUP_FORG_001,36,5955.56,57,64,True,None,False
PO_007615,2023-09-27,LIGH_0439,Lights,Low,SUP_LIGHT_001,16,4165.36,14,27,True,Semiconductor_Shortage,True
PO_007616,2022-12-12,ELEC_0217,Electronics_Components,Low,SUP_ELEC_004,18,1350.0,54,74,False,Weather_Disruption,True
PO_007617,2023-07-07,CONS_0635,Consumables,Low,SUP_CONS_004,147,134.28,13,25,True,"Tariff_Impact,Semiconductor_Shortage",False
PO_007618,2022-03-20,CONS_0531,Consumables,Medium,SUP_CONS_004,361,21777.11,19,31,True,Semiconductor_Shortage,False
PO_007619,2024-01-10,CABL_0273,Cables,Low,SUP_CABLE_003,12,710.43,18,36,True,Chinese_New_Year,False
PO_007620,2023-06-21,ASSE_0460,Assembled_Kits,High,SUP_ASSY_003,16,160176.78,147,388,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_007621,2023-09-27,ELEC_0164,Electronics_Components,High,SUP_ELEC_004,149,17396.84,98,220,False,Semiconductor_Shortage,False
PO_007622,2022-04-26,CONS_0508,Consumables,High,SUP_CONS_003,154,5468.99,21,16,True,None,True
PO_007623,2024-11-11,CONS_0665,Consumables,Medium,SUP_CONS_003,1500,13390.24,17,16,True,None,False
PO_007624,2023-11-23,CONS_0506,Consumables,High,SUP_CONS_003,762,67717.63,12,37,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_007625,2024-08-24,FORG_0390,Forgings,Medium,SUP_FORG_001,87,49642.49,125,129,False,None,True
PO_007626,2022-10-28,CONS_0529,Consumables,Medium,SUP_CONS_004,711,23593.4,14,21,False,Semiconductor_Shortage,False
PO_007627,2022-01-25,ELEC_0154,Electronics_Components,Low,SUP_ELEC_004,14,1243.79,29,52,True,Semiconductor_Shortage,False
PO_007628,2023-01-20,FORG_0387,Forgings,Medium,SUP_FORG_001,77,28512.58,97,210,False,Semiconductor_Shortage,False
PO_007629,2024-10-01,CONS_0650,Consumables,Low,SUP_CONS_003,150,5601.48,6,6,False,None,False
PO_007630,2023-08-05,SHEE_0096,Sheet_Metal,Medium,SUP_SHEET_003,9,1741.88,19,45,False,Semiconductor_Shortage,True
PO_007631,2022-07-11,SHEE_0059,Sheet_Metal,Medium,SUP_SHEET_001,9,1932.81,11,20,True,Semiconductor_Shortage,False
PO_007632,2022-08-28,MACH_0029,Machined_Parts,Low,SUP_MACH_003,40,11326.36,27,47,False,Semiconductor_Shortage,False
PO_007633,2024-04-13,ASSE_0481,Assembled_Kits,Medium,SUP_ASSY_003,77,201227.46,173,165,False,None,False
PO_007634,2022-06-19,ASSE_0456,Assembled_Kits,Medium,SUP_ASSY_003,13,87451.01,78,136,True,Semiconductor_Shortage,True
PO_007635,2022-02-27,CONS_0679,Consumables,Medium,SUP_CONS_004,385,17507.25,19,51,False,"Chinese_New_Year,Semiconductor_Shortage",False
PO_007636,2024-07-05,CONS_0561,Consumables,Medium,SUP_CONS_004,3696,32724.04,17,17,False,None,False
PO_007637,2023-01-19,ELEC_0134,Electronics_Components,High,SUP_ELEC_002,17,471.88,93,181,True,Semiconductor_Shortage,False
PO_007638,2022-09-04,ELEC_0245,Electronics_Components,Low,SUP_ELEC_001,150,596.19,30,60,True,Semiconductor_Shortage,False
PO_007639,2024-02-28,ELEC_0145,Electronics_Components,Low,SUP_ELEC_003,37,2338.56,40,63,False,Chinese_New_Year,False
PO_007640,2022-12-16,CABL_0295,Cables,Medium,SUP_CABLE_002,12,825.72,39,69,False,"Weather_Disruption,Semiconductor_Shortage",False
PO_007641,2024-06-21,SHEE_0100,Sheet_Metal,Medium,SUP_SHEET_001,79,22656.78,22,30,False,Tariff_Impact,False
PO_007642,2023-08-17,CONS_0642,Consumables,Low,SUP_CONS_001,144,3501.11,10,31,False,"Tariff_Impact,Semiconductor_Shortage",True
PO_007643,2024-04-11,LIGH_0420,Lights,Medium,SUP_LIGHT_002,33,1643.31,26,23,True,None,False
PO_007644,2022-08-01,LIGH_0446,Lights,Low,SUP_LIGHT_001,6,353.68,27,26,False,None,False
PO_007645,2022-12-29,CAST_0332,Castings,Low,SUP_CAST_002,8,2956.81,51,159,True,"Semiconductor_Shortage,Christmas_Shutdown",True
PO_007646,2022-09-16,MACH_0034,Machined_Parts,High,SUP_MACH_002,1,232.36,37,27,False,None,False
PO_007647,2023-07-20,SHEE_0052,Sheet_Metal,Medium,SUP_SHEET_003,36,7157.71,25,32,True,Tariff_Impact,False
PO_007648,2022-04-14,SHEE_0052,Sheet_Metal,Medium,SUP_SHEET_003,37,8064.38,25,23,False,None,False
PO_007649,2024-02-01,CONS_0582,Consumables,Medium,SUP_CONS_001,1482,60493.56,8,12,True,Chinese_New_Year,False
PO_007650,2023-11-21,CONS_0669,Consumables,Low,SUP_CONS_002,3721,34318.37,12,21,False,"Semiconductor_Shortage,Thanksgiving_Week",False
PO_007651,2023-03-16,ELEC_0141,Electronics_Components,Medium,SUP_ELEC_001,17,1510.62,83,94,True,None,False
PO_007652,2024-04-13,ELEC_0163,Electronics_Components,Low,SUP_ELEC_002,146,8450.59,52,47,True,None,False
PO_007653,2023-01-03,FORG_0389,Forgings,Low,SUP_FORG_002,13,6444.32,65,151,True,Semiconductor_Shortage,True
PO_007654,2022-05-17,MACH_0044,Machined_Parts,Low,SUP_MACH_004,14,5180.59,17,24,False,Semiconductor_Shortage,False
PO_007655,2023-06-22,ELEC_0195,Electronics_Components,Medium,SUP_ELEC_003,15,971.77,70,86,True,Tariff_Impact,False
PO_007656,2023-08-07,ELEC_0216,Electronics_Components,High,SUP_ELEC_005,363,28703.68,54,133,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_007657,2023-05-04,FORG_0391,Forgings,Medium,SUP_FORG_001,7,4044.55,125,348,True,"Tariff_Impact,Semiconductor_Shortage",False
PO_007658,2023-07-30,CABL_0272,Cables,Low,SUP_CABLE_001,37,2492.78,28,59,False,Semiconductor_Shortage,False
PO_007659,2023-05-04,CONS_0687,Consumables,Medium,SUP_CONS_002,377,19667.62,9,13,False,Tariff_Impact,False
PO_007660,2023-04-15,ASSE_0493,Assembled_Kits,Low,SUP_ASSY_001,8,3946.28,50,132,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_007661,2022-11-06,CONS_0539,Consumables,Medium,SUP_CONS_002,375,12227.87,17,17,True,None,False
PO_007662,2022-08-04,CONS_0546,Consumables,Medium,SUP_CONS_003,147,8146.3,12,26,True,Semiconductor_Shortage,False
PO_007663,2023-07-01,FORG_0392,Forgings,Low,SUP_FORG_001,37,26118.81,39,61,False,Semiconductor_Shortage,False
PO_007664,2024-07-09,LIGH_0407,Lights,High,SUP_LIGHT_003,2,97.01,81,79,True,None,False
PO_007665,2023-03-10,CONS_0617,Consumables,Medium,SUP_CONS_001,1508,40877.04,15,29,True,Semiconductor_Shortage,True
PO_007666,2024-02-10,CAST_0301,Castings,Medium,SUP_CAST_001,2,1548.54,47,93,False,"Weather_Disruption,Tariff_Impact",False
PO_007667,2022-04-01,LIGH_0405,Lights,High,SUP_LIGHT_002,1,100.09,51,47,False,None,False
PO_007668,2024-06-07,ELEC_0206,Electronics_Components,Low,SUP_ELEC_005,75,3150.21,34,27,True,None,True
PO_007669,2023-07-20,CAST_0339,Castings,Medium,SUP_CAST_002,10,1289.12,104,145,True,Tariff_Impact,False
PO_007670,2022-09-07,ELEC_0249,Electronics_Components,Low,SUP_ELEC_005,40,1439.65,34,39,True,None,False
PO_007671,2022-05-03,CONS_0620,Consumables,High,SUP_CONS_004,371,21476.17,19,23,True,None,False
PO_007672,2022-09-20,CABL_0289,Cables,Medium,SUP_CABLE_001,8,1118.95,38,38,True,None,False
PO_007673,2023-04-09,CONS_0649,Consumables,Low,SUP_CONS_003,3750,126512.98,9,25,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_007674,2024-05-28,ELEC_0211,Electronics_Components,High,SUP_ELEC_005,151,3482.68,90,79,True,None,False
PO_007675,2022-08-22,SHEE_0082,Sheet_Metal,Medium,SUP_SHEET_002,16,1601.41,18,19,True,None,True
PO_007676,2022-05-27,MACH_0018,Machined_Parts,Low,SUP_MACH_002,6,957.22,14,33,True,Semiconductor_Shortage,False
PO_007677,2024-02-20,ELEC_0239,Electronics_Components,High,SUP_ELEC_003,81,9784.39,96,115,True,None,False
PO_007678,2024-03-25,ELEC_0116,Electronics_Components,High,SUP_ELEC_002,146,2683.73,83,67,False,None,False
PO_007679,2024-05-18,CABL_0291,Cables,Medium,SUP_CABLE_003,3,301.73,43,78,True,Tariff_Impact,False
PO_007680,2024-10-03,ASSE_0468,Assembled_Kits,High,SUP_ASSY_002,2,12323.14,97,112,True,None,True
PO_007681,2024-12-31,LIGH_0415,Lights,High,SUP_LIGHT_002,33,12393.8,56,80,True,Weather_Disruption,False
PO_007682,2024-04-01,MACH_0032,Machined_Parts,Low,SUP_MACH_002,12,3608.86,23,21,True,None,False
PO_007683,2023-02-06,CONS_0689,Consumables,Low,SUP_CONS_002,1533,57667.71,10,22,True,"Chinese_New_Year,Semiconductor_Shortage",False
PO_007684,2022-01-20,ELEC_0205,Electronics_Components,High,SUP_ELEC_001,12,2294.63,102,79,False,None,False
PO_007685,2024-11-04,SHEE_0096,Sheet_Metal,Medium,SUP_SHEET_003,8,1539.01,19,21,True,None,True
PO_007686,2022-06-21,CONS_0539,Consumables,Medium,SUP_CONS_002,368,11135.98,17,14,False,None,False
PO_007687,2022-01-12,CAST_0336,Castings,Low,SUP_CAST_002,39,16139.81,66,168,True,"Chinese_New_Year,Semiconductor_Shortage",True
PO_007688,2024-10-29,ELEC_0229,Electronics_Components,Medium,SUP_ELEC_004,13,985.17,37,33,False,None,False
PO_007689,2022-09-02,LIGH_0428,Lights,High,SUP_LIGHT_003,1,566.69,73,61,True,None,True
PO_007690,2022-11-29,LIGH_0449,Lights,Low,SUP_LIGHT_001,3,508.82,18,33,True,Semiconductor_Shortage,False
PO_007691,2022-04-29,FORG_0381,Forgings,Medium,SUP_FORG_001,73,81861.76,53,48,False,None,False
PO_007692,2024-07-26,CONS_0665,Consumables,Medium,SUP_CONS_003,1516,13222.87,17,16,False,None,False
PO_007693,2023-04-09,ELEC_0214,Electronics_Components,Low,SUP_ELEC_001,15,137.76,32,83,True,"Tariff_Impact,Semiconductor_Shortage",True
PO_007694,2023-03-02,ELEC_0184,Electronics_Components,High,SUP_ELEC_004,12,340.39,108,249,True,Semiconductor_Shortage,False
PO_007695,2024-06-01,CONS_0644,Consumables,Low,SUP_CONS_004,364,10476.23,7,6,False,None,False
PO_007696,2024-11-25,CONS_0563,Consumables,Low,SUP_CONS_001,153,7269.7,4,4,False,Weather_Disruption,False
PO_007697,2023-12-16,ELEC_0210,Electronics_Components,Low,SUP_ELEC_003,381,6428.13,26,66,True,"Tariff_Impact,Semiconductor_Shortage",False
PO_007698,2024-03-18,CONS_0507,Consumables,Medium,SUP_CONS_003,757,50467.4,7,5,False,None,False
PO_007699,2023-05-01,CONS_0625,Consumables,Low,SUP_CONS_002,3695,97218.4,12,22,False,Semiconductor_Shortage,False
PO_007700,2023-03-02,CONS_0614,Consumables,Medium,SUP_CONS_004,735,40212.65,15,30,False,Semiconductor_Shortage,True
